NCBI Accession, NCBI Tax ID, Domain, Phylum, Class, Order, Family, Genus, Species
NZ_CP009896.1,2045,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Pimelobacter,Pimelobacter simplex
NZ_KE384020.1,1122999,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Propionicicella,Propionicicella superfundia
NZ_PDJC01000001.1,185243,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Propionicimonas,Propionicimonas paludicola
NZ_AUDD01000001.1,1122997,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium jensenii
NZ_ATXE01000001.1,1120954,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium kwangyangense
NZ_LT629688.1,675864,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Auraticoccus,Auraticoccus monumenti
NZ_CP016954.1,33010,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum
NZ_AUHH01000001.1,1121933,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Granulicoccus,Granulicoccus phenolivorans
NZ_FUKQ01000063.1,1255658,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus,Luteococcus japonicus
NC_015635.1,1032480,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus
NZ_CCYM01000001.1,1522317,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Nigerium,Nigerium massiliense
NZ_CCYY01000001.1,1744,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii
NZ_KE150269.1,883161,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionimicrobium,Propionimicrobium lymphophilum
NZ_BCWS01000001.1,1218109,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum
NZ_FMYF01000036.1,1577474,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Raineyella,Raineyella antarctica
NZ_CP019606.1,1332264,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,NA 
NZ_CP014859.1,340345,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus hymeniacidonis
NZ_AYXG01000001.1,909613,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora spheciospongiae
NZ_KB903217.1,1120948,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chiangmaiensis
NZ_MSIF01000001.1,485602,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,Actinophytocola xinjiangensis
NZ_CP023445.1,42197,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum
NZ_FNDV01000025.1,504798,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Alloactinosynnema,Alloactinosynnema album
NZ_JOEF01000001.1,211114,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,Allokutzneria albata
NZ_FNSO01000003.1,208445,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis tolypomycina
NZ_MUMG01000001.1,130796,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,Crossiella equi
NZ_FZNW01000078.1,664784,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Haloechinothrix,Haloechinothrix alba
NZ_CP012752.1,860235,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium phytohabitans
NZ_CP007155.1,1449976,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,Kutzneria albida
NZ_JYJG01000001.1,68170,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria,Lechevalieria aerocolonigenes
NZ_JOEA01000001.1,40571,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea albidocapillata
NZ_CP016353.1,530584,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,Prauserella marina
NZ_FRAP01000019.1,1848,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia thermophila
NC_013159.1,471857,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora viridis
NZ_JNVU01000001.1,28042,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora rectivirgula
NZ_LGED01000001.1,1415542,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,NA 
NZ_KB905380.1,1123244,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella,Sciscionella marina
NZ_FQVN01000033.1,2017,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus,Streptoalloteichus hindustanus
NZ_KE386603.1,1111738,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum,Thermocrispum agreste
NZ_FOWW01000023.1,587909,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Yuhushiella,Yuhushiella deserti
NZ_LISX01000001.1,1703930,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,NA 
NZ_BBPQ01000153.1,405782,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus anmyonensis
NZ_LMWE01000001.1,132473,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces alboniger
NZ_LAJC01000001.1,1352348,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Allosalinactinospora,Allosalinactinospora lopnorensis
NZ_FUWS01000036.1,1122192,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora,Marinactinospora thermotolerans
NZ_ANAZ01000001.1,1246448,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis valliformis
NZ_JROO01000001.1,183763,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora,Streptomonospora alba
NC_007333.1,269800,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida,Thermobifida fusca
NZ_BBXD01000001.1,688067,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Herbidospora,Herbidospora mongoliensis
NZ_JOAF01000001.1,1463823,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora,NA 
NZ_JOFO01000001.1,1996,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microtetraspora,Microtetraspora glauca
NZ_BBZG01000001.1,1691891,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA 
NZ_JPMW01000001.1,35762,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planobispora,Planobispora rosea
NZ_BDCX01000001.1,161355,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planomonospora,Planomonospora sphaerica
NZ_FNCN01000098.1,504805,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sinosporangium,Sinosporangium album
NZ_FZOD01000180.1,106412,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium subroseum
NZ_KZ084324.1,1088767,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermoactinospora,Thermoactinospora rubra
NZ_BCQR01000001.1,1220561,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura kijaniata
NZ_JOFJ01000001.1,58123,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Spirillospora,Spirillospora albida
NC_013510.1,471852,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Thermomonospora curvata
NZ_FNKK01000002.1,35622,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermostaphylospora,Thermostaphylospora chromogena
NZ_JRND01000001.1,1287474,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum
NZ_LT671675.1,1871022,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,Libanicoccus massiliensis
NZ_NFJF01000001.1,1965615,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. An270
NZ_CDJG01000001.1,1499681,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,NA 
NC_015389.1,700015,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,Coriobacterium glomerans
NZ_NFHO01000001.1,1472761,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Enorma massiliensis
NZ_FLLS01000001.1,1776381,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Olegusella,Olegusella massiliensis
NZ_HE611015.1,1034345,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia
NC_022567.1,1384484,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens
NZ_LT827021.1,1870985,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Arabia,Arabia massiliensis
NC_013170.1,469378,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium curtum
NZ_CP011402.1,79604,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium,Denitrobacterium detoxificans
NC_015738.1,502558,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,NA 
NZ_KE159646.1,1235794,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enterorhabdus,Enterorhabdus caecimuris
NZ_LT827128.1,1841863,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,Gordonibacter massiliensis
NZ_LT821227.1,1944646,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Phoenicibacter,Phoenicibacter massiliensis
NZ_JH815198.1,742818,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia piriformis
NZ_KQ033901.1,1069448,Bacteria,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,Nitriliruptor alkaliphilus
NC_008148.1,266117,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter xylanophilus
NC_013739.1,469383,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei
NZ_AGUD01000353.1,1097667,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter medicamentivorans
NZ_AUIK01000001.1,1123262,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter soli
NZ_FNWJ01000005.1,29539,Bacteria,Actinobacteria,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,Thermoleophilum,Thermoleophilum album
NC_000918.1,224324,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,Aquifex aeolicus
NZ_ABHJ01000551.1,392423,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,Hydrogenivirga sp. 128-5-R1-1
NZ_OBEN01000020.1,35835,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter hydrogenophilus
NC_015557.1,547143,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum,Hydrogenobaculum sp. 3684
NZ_LT670846.1,381751,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis minervae
NZ_JNLL01000001.1,1158345,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,NA 
NZ_ABZS01000228.1,432331,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium yellowstonense
NZ_AP013035.1,1298851,Bacteria,Aquificae,Aquificae,Aquificales,NA,Thermosulfidibacter,Thermosulfidibacter takaii
NZ_FZOB01000007.1,240169,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium atlanticum
NC_014926.1,648996,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Thermovibrio ammonificans
NZ_CDLF01000001.1,454171,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,Chthonomonas calidirosea
NZ_CP007139.1,661478,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas ginsengisoli
NZ_FUWY01000011.1,118967,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Anaerorhabdus,Anaerorhabdus furcosa
NZ_FNVV01000014.1,1903262,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA 
NZ_LT635815.1,1841865,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,Mediterranea massiliensis
NZ_CP007034.1,880074,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola
NZ_KI440778.1,1349822,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus
NZ_CVRU01000001.1,1658009,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas sp. HGC4
NZ_KB905692.1,1123008,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Proteiniphilum,Proteiniphilum acetatigenes
NZ_DF968182.1,1678841,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Lentimicrobium,Lentimicrobium saccharophilum
NZ_CP021421.1,1796646,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale
NZ_HE997182.1,1204719,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,Phocaeicola,Phocaeicola abscessus
NZ_NFHW01000001.1,1965649,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas sp. An62
NZ_LT594611.1,1841857,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Culturomica,Culturomica massiliensis
NZ_LT906459.1,28118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
NC_014734.1,694427,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes
NZ_LN515532.1,1562970,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Fermentimonas,Fermentimonas caenicola
NZ_LN877922.1,1686296,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Gabonia,Gabonia massiliensis
NZ_LN913007.1,1720195,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Gabonibacter,Gabonibacter massiliensis
NZ_CTEJ01000001.1,1627894,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Lascolabacillus,Lascolabacillus massiliensis
NZ_LZEK01000001.1,1857568,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,NA 
NZ_FXDJ01000008.1,1673718,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Massilibacteroides,Massilibacteroides vaginae
NZ_LT608328.1,1642646,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas mucosa
NZ_KI259220.1,1227272,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA 
NZ_JPIT01000001.1,1547597,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Sanguibacteroides,Sanguibacteroides justesenii
NZ_JH376827.1,679199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava
NZ_JH376577.1,762968,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara
NZ_JOMI01000001.1,1158294,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. 10(H)
NZ_LT629829.1,1852370,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis
NZ_NFIO01000001.1,1965631,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. An31A
NZ_FNWD01000002.1,1871023,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella,Millionella massiliensis
NZ_HG934468.1,1433126,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,Mucinivorans hirudinis
NZ_ATXW01000001.1,880526,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenella microfusus
NZ_LT629953.1,1871003,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter massiliensis
NZ_JH976471.1,999418,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
NZ_JH414766.1,665949,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella sp. 6_1_58FAA_CT1
NZ_FMYP01000185.1,1640674,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmania,Williamwhitmania taraxaci
NZ_BAZX01000001.1,1236979,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinifilaceae,Marinifilum,Marinifilum fragile
NZ_KI912104.1,927658,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkaliflexus,Alkaliflexus imshenetskii
NZ_CP021904.1,889453,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkalitalea,Alkalitalea saponilacus
NZ_AHZV01000371.1,1144273,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Anaerophaga,Anaerophaga thermohalophila
NZ_MWUJ01000001.1,1965019,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Geofilum,Geofilum rhodophaeum
NZ_LXYE02000001.1,1477105,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Labilibacter,Labilibacter marinus
NZ_AJKI01000001.1,1168289,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Marinilabilia,Marinilabilia salmonicolor
NZ_AZYH01000001.1,869213,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,Saccharicrinis fermentans
NZ_FONA01000058.1,385682,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Thermophagus,Thermophagus xiamenensis
NZ_JRHC01000001.1,1544798,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium sediminis
NZ_FQUM01000044.1,1484053,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Mariniphaga,Mariniphaga anaerophila
NZ_BALJ01000092.1,1236540,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Prolixibacter,Prolixibacter bellariivorans
NZ_LGIA01000001.1,1409788,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,Sunxiuqinia dokdonensis
NZ_FQZE01000080.1,1168035,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Tangfeifania,Tangfeifania diversioriginum
NZ_CP013118.1,1307839,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga,Salinivirga cyanobacteriivorans
NZ_CP015971.1,1850526,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,NA 
NZ_KI911562.1,925409,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Asinibacterium,NA 
NZ_FRBL01000023.1,1419482,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga jiangningensis
NZ_MTFE01000010.1,1302690,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Cnuella,Cnuella takakiae
NZ_FPCJ01000002.1,1393122,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Crenotalea,Crenotalea thermophila
NZ_AP017422.1,477680,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,Filimonas lacunae
NZ_JSVC01000001.1,1349421,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavihumibacter,Flavihumibacter solisilvae
NZ_CP011390.1,1492898,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus
NZ_FNNO01000039.1,1235997,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Hydrobacter,Hydrobacter penzbergensis
NZ_FLNS01000090.1,714549,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Hydrotalea,Hydrotalea flava
NZ_CP007035.1,929713,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,Niabella soli
NZ_LVXG01000001.1,354355,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella yeongjuensis
NZ_FOXQ01000042.1,1465490,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas terrae
NZ_KI866530.1,1400522,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium salmoneum
NZ_KB893314.1,1123248,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter koreensis
